# Logfile created on 2026-03-29 21:52:15 +0200 by logger.rb/v1.6.4
2026-03-29 21:52:15 +0200: Memory Usage (369400K) : Starting running IHP-SG13CMOS5L KLayout DRC runset on /home/syndace/Projects/OpenROAD-flow-scripts/flow/results/ihp-sg13cmos5l/prjleisurecruise/base/6_final.gds
2026-03-29 21:52:15 +0200: Memory Usage (369400K) : Ruby Version for klayout: 3.4.8
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : Loading database to memory is complete.
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : IHP-SG13CMOS5L KLayout DRC runset output at: /home/syndace/Projects/OpenROAD-flow-scripts/drc_run_LeisureCruiseHarness/6_final_LeisureCruiseHarness_forbidden_cmos5l.lyrdb
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : Evaluate switches.
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : tables selected: forbidden_cmos5l
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : KLayout will use 8 thread(s) in tiled mode.
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : deep mode is enabled.
2026-03-29 21:52:20 +0200: Memory Usage (487576K) : nbulay_block has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : emwind_drw has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : emwind_opc has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : deepco_drw has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : deepco_drw has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : mim_drw has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : edgeseal_drw has 24 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : edgeseal_bound has 1 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : substrate_drw has 966 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : substrate_text has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : dfpad_drw has 32 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : dfpad_pillar has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : dfpad_sbump has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : thickgateox_drw has 64 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : pldb_drw has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : pwell_drw has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : pwell_pin has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : pwell_block has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : ic_drw has 0 polygons
2026-03-29 21:52:21 +0200: Memory Usage (487576K) : via3_drw has 423079 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_drw has 46129 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_pin has 1492 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_mask has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_filler has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_nofill has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_slit has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_text has 1409 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_opc has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_noqrc has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_res has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_iprobe has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal4_diffprb has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : heattrans_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : heatres_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : pempoly_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : fbe_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : empoly_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : ldmos_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : pbiwind_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : digisub_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : nodrc_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : text_drw has 800794 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : via4_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal5_drw has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal5_pin has 0 polygons
2026-03-29 21:52:22 +0200: Memory Usage (487576K) : metal5_mask has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : metal5_filler has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : metal5_nofill has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : metal5_slit has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : metal5_text has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : metal5_opc has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : metal5_noqrc has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : metal5_res has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : metal5_iprobe has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : metal5_diffprb has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : radhard_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : memcap_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : varicap_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : flash_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : intbondvia_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : intbondmet_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : devbondvia_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : devbondmet_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : devtrench_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : redist_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : graphbot_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : graphtop_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : antvia1_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : antmetal2_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : graphcont_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : siwg_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : siwg_filler has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : siwg_nofill has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : sigrating_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : singrating_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : graphpas_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : emwind3_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : emwihv3_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : redbulay_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : smos_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : graphpad_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : polimide_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : polimide_pin has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : recog_drw has 0 polygons
2026-03-29 21:52:23 +0200: Memory Usage (487576K) : recog_pin has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_esd has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_diode has 350 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_tsv has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_iprobe has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_diffprb has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_pillar has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_sbump has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_otp has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_pdiode has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_mom has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : recog_pcm has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : colopen_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphmetal1_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphmetal1_filler has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphmetal1_nofill has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphmetal1_slit has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphmetal1_opc has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphmet1l_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphmet1l_filler has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphmet1l_nofill has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphmet1l_slit has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphmet1l_opc has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : extblock_drw has 20 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : nldd_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : pldd_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : next_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : pext_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : nexthv_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : pexthv_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : graphgate_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : sinwg_drw has 0 polygons
2026-03-29 21:52:24 +0200: Memory Usage (487576K) : sinwg_filler has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : sinwg_nofill has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : mempad_drw has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topvia1_drw has 152344 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_drw has 3670 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_pin has 888 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_mask has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_filler has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_nofill has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_slit has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_text has 714 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_noqrc has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_res has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_iprobe has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal1_diffprb has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : inldpwl_drw has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : polyres_drw has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : polyres_pin has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : vmim_drw has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : nbulaycut_drw has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : antmetal1_drw has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topvia2_drw has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal2_drw has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal2_pin has 0 polygons
2026-03-29 21:52:25 +0200: Memory Usage (487576K) : topmetal2_mask has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : topmetal2_filler has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : topmetal2_nofill has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : topmetal2_slit has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : topmetal2_text has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : topmetal2_noqrc has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : topmetal2_res has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : topmetal2_iprobe has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : topmetal2_diffprb has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : snsring_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : sensor_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : snsarms_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : snscmosvia_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : colwind_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : flm_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : hafniumox_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : memvia_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : thinfilmres_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : rfmem_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_drw has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m2m3 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m2m4 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m2m5 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m2tm1 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m2tm2 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m3m4 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m3m5 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m3tm1 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m3tm2 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m4m5 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m4tm1 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m4tm2 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m5tm1 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m5tm2 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_tm1tm2 has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m1sub has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m2sub has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m3sub has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m4sub has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_m5sub has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_tm1sub has 0 polygons
2026-03-29 21:52:26 +0200: Memory Usage (487576K) : norcx_tm2sub has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : snsbotvia_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : snstopvia_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : deepvia_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : fgetch_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : ctrgat_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : fgimp_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : emwihv_drw has 0 polygons
